text,type
"Disease: {'disease_id': 'dis_05337', 'disease_name': 'Joubert Syndrome', 'description': nan, 'causes': 'What causes Joubert syndrome? Joubert syndrome and related disorders may be caused by changes (mutations) in any of many genes (some of which are unknown). The proteins made from these genes are either known, or thought, to affect cell structures called cilia. Cilia are projections on the cell surface that play a role in signaling. They are important for many cell types, including neurons, liver cells and kidney cells. Cilia also play a role in the senses such as sight, hearing, and smell. Mutations in the genes responsible for Joubert syndrome and related disorders cause problems with the structure and function of cilia, likely disrupting important signaling pathways during development. However, it is still unclear how specific developmental abnormalities result from these problems.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05338', 'disease_name': 'Joubert Syndrome 2', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05339', 'disease_name': 'Joubert Syndrome With Oculorenal Anomalies', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05340', 'disease_name': 'Juberg Marsidi Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05341', 'disease_name': 'Junctional Epidermolysis Bullosa', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05342', 'disease_name': 'Jung Wolff Back Stahl Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05343', 'disease_name': 'Juvenile Amyotrophic Lateral Sclerosis', 'description': nan, 'causes': 'What causes juvenile amyotrophic lateral sclerosis? Juvenile amyotrophic lateral sclerosis (ALS) is often genetic and may be caused by mutations in the ALS2 or SETX genes. In some cases the underlying gene abnormality cannot be determined. Juvenile ALS may be inherited in an autosomal dominant (as in ALS type 4) or autosomal recessive (as in ALS type 2) fashion.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05344', 'disease_name': 'Juvenile Batten Disease', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05345', 'disease_name': 'Juvenile Dermatomyositis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05346', 'disease_name': 'Juvenile Huntington Disease', 'description': nan, 'causes': 'What causes Juvenile Huntington disease (HD)? Mutations in the HTT gene cause Huntington disease. The HTT gene provides instructions for making a protein called huntingtin. Although the function of this protein is unknown, it appears to play an important role in nerve cells (neurons) in the brain. When the huntingtin protein is abnormally made, it is thought to lead to the death of neurons in certain areas of the brain, which causes the signs and symptoms of Juvenile HD. The HTT mutation that causes Huntington disease involves a DNA segment known as a CAG trinucleotide repeat. This segment is made up of a series of three DNA building blocks (cytosine, adenine, and guanine) that appear multiple times in a row. Normally, the CAG segment is repeated 10 to 35 times within the gene. In people with juvenile HD, the CAG segment is repeated more than 60 times.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05347', 'disease_name': 'Juvenile Hyaline Fibromatosis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05348', 'disease_name': 'Juvenile Idiopathic Arthritis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05349', 'disease_name': 'Juvenile Myelomonocytic Leukemia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05350', 'disease_name': 'Juvenile Myoclonic Epilepsy', 'description': nan, 'causes': 'What causes juvenile myoclonic epilepsy? The exact cause of juvenile myoclonic epilepsy remains unknown. It is not associated with conditions such as head trauma, brain tumor, or encephalitis. Several families have specific mutations in various genes and a complex mode of inheritance. In individuals with juvenile myoclonic epilepsy, symptoms can be precipitated by: Sleep deprivation Psychological stress Alcohol and drug use Noncompliance of medication Photic stimulation Menses Time of day - Usually mornings', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05351', 'disease_name': 'Juvenile Onset Dystonia', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05352', 'disease_name': 'Juvenile Osteoporosis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05353', 'disease_name': 'Juvenile Paget Disease', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05354', 'disease_name': 'Juvenile Polyposis Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05355', 'disease_name': 'Juvenile Primary Lateral Sclerosis', 'description': nan, 'causes': 'What causes juvenile primary lateral sclerosis? Juvenile primary lateral sclerosis is caused by mutations in the ALS2 gene. The ALS2 gene provides instructions for making a protein called alsin. Alsin is abundant in motor neurons, but its function is not fully understood. Mutations in the ALS2 gene alter the instructions for producing alsin. As a result, alsin is unstable and decays rapidly, or it is disabled and cannot function properly. It is unclear how the loss of functional alsin protein damages motor neurons and causes juvenile primary lateral sclerosis.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05356', 'disease_name': 'Juvenile Primary Osteoporosis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05357', 'disease_name': 'Juvenile Retinoschisis', 'description': nan, 'causes': 'What causes juvenile retinoschisis? Mutations in the RS1 gene cause most cases of juvenile retinoschisis. The RS1 gene provides instructions for producing a protein called retinoschisin, which is found in the retina. Studies suggest that retinoschisin plays a role in the development and maintenance of the retina, perhaps playing a role in cell adhesion (the attachment of cells together). RS1 gene mutations lead to a reduced amount or complete absence of retinoschisin, which can cause tiny splits (schisis) or tears to form in the retina. This damage often forms a ""spoke-wheel"" pattern in the macula, which can be seen during an eye examination. In about half of individuals, these abnormalities are seen in the area of the macula, affecting visual acuity. In the other half, the sides of the retina are affected, resulting in impaired peripheral vision. Some individuals with juvenile retinoschisis do not have a mutation in the RS1 gene. In these individuals, the cause of the disorder is unknown.', 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05358', 'disease_name': 'Juvenile Rheumatoid Arthritis', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05359', 'disease_name': 'Kabuki Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05360', 'disease_name': 'Kallmann Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 2}",disease
"Disease: {'disease_id': 'dis_05361', 'disease_name': 'Kallmann Syndrome 3', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05362', 'disease_name': 'Kallmann Syndrome 5', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05363', 'disease_name': 'Kallmann Syndrome 6', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05364', 'disease_name': 'Kaplan Plauchu Fitch Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05365', 'disease_name': 'Kaposi Sarcoma', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 3}",disease
"Disease: {'disease_id': 'dis_05366', 'disease_name': 'Kapur Toriello Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05367', 'disease_name': 'Karak Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05368', 'disease_name': 'Kasznica Carlson Coppedge Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05369', 'disease_name': 'Kaufman Oculocerebrofacial Syndrome', 'description': nan, 'causes': nan, 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 1}",disease
"Disease: {'disease_id': 'dis_05370', 'disease_name': 'Kawasaki Disease', 'description': nan, 'causes': ""The cause of Kawasaki disease isn't known. The body's response to a virus or infection combined with genetic factors may cause the disease. However, no specific virus or infection has been found, and the role of genetics isn't known. Kawasaki disease can't be passed from one child to another. Your child won't get it from close contact with a child who has the disease. Also, if your child has the disease, he or she can't pass it to another child."", 'severity_level': 'low', 'urgency_level': 'low', 'source_count': 4}",disease
